ID,Nome,Idade,Sexo,Departamento,Cargo,Salario,Data Admissao,Tempo Empresa (anos),Estado Civil,Cidade,Nível Escolaridade
944,Funcionário 944,28,Masculino,TI,Coordenador,8318,2012-04-24,11,Viúvo,Belo Horizonte,Pós-Graduação
945,Funcionário 945,47,Feminino,RH,Analista,7097,2012-10-12,10,Divorciado,Porto Alegre,Doutorado
946,Funcionário 946,48,Masculino,Logística,Analista,10640,2013-10-16,9,Divorciado,Rio de Janeiro,Doutorado
947,Funcionário 947,41,Feminino,RH,Coordenador,3948,2013-10-29,9,Divorciado,Belo Horizonte,Superior Completo
948,Funcionário 948,26,Masculino,RH,Coordenador,11137,2011-07-08,11,Casado,São Paulo,Superior Completo
949,Funcionário 949,20,Feminino,Marketing,Analista,7618,2016-06-08,6,Solteiro,Curitiba,Ensino Médio
950,Funcionário 950,48,Feminino,Financeiro,Coordenador,6236,2022-05-14,0,Divorciado,Rio de Janeiro,Pós-Graduação
951,Funcionário 951,57,Masculino,Financeiro,Gerente,8901,2013-06-23,9,Casado,Porto Alegre,Ensino Médio
952,Funcionário 952,54,Feminino,Vendas,Diretor,3920,2013-06-14,9,Viúvo,Rio de Janeiro,Ensino Médio
953,Funcionário 953,53,Feminino,RH,Diretor,13169,2010-07-04,12,Divorciado,Porto Alegre,Pós-Graduação
954,Funcionário 954,41,Masculino,Logística,Diretor,6188,2022-06-30,0,Casado,Rio de Janeiro,Superior Completo
955,Funcionário 955,48,Feminino,Marketing,Gerente,14207,2016-08-07,6,Divorciado,Porto Alegre,Pós-Graduação
956,Funcionário 956,23,Masculino,Marketing,Coordenador,2238,2022-02-18,1,Solteiro,Belo Horizonte,Mestrado
957,Funcionário 957,19,Masculino,Financeiro,Assistente,2204,2016-01-19,7,Solteiro,São Paulo,Mestrado
958,Funcionário 958,37,Feminino,RH,Coordenador,12799,2020-01-21,3,Viúvo,Belo Horizonte,Mestrado
959,Funcionário 959,45,Feminino,Vendas,Analista,7552,2022-10-28,0,Divorciado,São Paulo,Doutorado
960,Funcionário 960,28,Feminino,RH,Diretor,14532,2015-02-25,8,Casado,Belo Horizonte,Superior Completo
961,Funcionário 961,21,Feminino,TI,Coordenador,6927,2021-10-06,1,Viúvo,Belo Horizonte,Superior Completo
962,Funcionário 962,32,Feminino,RH,Assistente,13580,2011-06-06,11,Divorciado,Rio de Janeiro,Doutorado
963,Funcionário 963,23,Feminino,TI,Analista,13164,2015-03-03,8,Viúvo,Curitiba,Ensino Médio
964,Funcionário 964,47,Feminino,TI,Gerente,6390,2016-12-27,6,Casado,Porto Alegre,Mestrado
965,Funcionário 965,55,Masculino,Vendas,Gerente,4687,2020-06-06,2,Viúvo,Porto Alegre,Mestrado
966,Funcionário 966,19,Feminino,Logística,Assistente,6951,2021-05-18,1,Viúvo,Porto Alegre,Ensino Médio
967,Funcionário 967,32,Masculino,Financeiro,Analista,8160,2022-10-18,0,Viúvo,São Paulo,Pós-Graduação
968,Funcionário 968,28,Feminino,RH,Diretor,14358,2022-02-03,1,Divorciado,Porto Alegre,Pós-Graduação
969,Funcionário 969,25,Feminino,TI,Coordenador,7388,2019-07-12,3,Casado,Porto Alegre,Superior Completo
970,Funcionário 970,43,Masculino,RH,Analista,11540,2013-11-10,9,Solteiro,Rio de Janeiro,Doutorado
971,Funcionário 971,62,Feminino,Logística,Gerente,14592,2014-08-22,8,Divorciado,Belo Horizonte,Superior Completo
972,Funcionário 972,61,Feminino,Financeiro,Assistente,7126,2022-10-09,0,Solteiro,Porto Alegre,Pós-Graduação
973,Funcionário 973,22,Masculino,Logística,Assistente,2816,2011-06-11,11,Solteiro,Curitiba,Ensino Médio
974,Funcionário 974,23,Feminino,Financeiro,Coordenador,11012,2017-04-14,6,Divorciado,Porto Alegre,Superior Completo
975,Funcionário 975,43,Feminino,Marketing,Assistente,2192,2015-12-13,7,Divorciado,São Paulo,Mestrado
976,Funcionário 976,21,Feminino,Financeiro,Assistente,3776,2010-10-07,12,Casado,São Paulo,Mestrado
977,Funcionário 977,36,Masculino,Vendas,Analista,5645,2018-02-12,5,Casado,São Paulo,Ensino Médio
978,Funcionário 978,37,Feminino,Logística,Diretor,14816,2020-11-21,2,Viúvo,Porto Alegre,Pós-Graduação
979,Funcionário 979,50,Feminino,TI,Coordenador,8314,2017-04-23,6,Solteiro,Rio de Janeiro,Mestrado
980,Funcionário 980,37,Feminino,Marketing,Analista,10442,2017-12-03,5,Casado,Curitiba,Mestrado
981,Funcionário 981,29,Feminino,Vendas,Diretor,3788,2014-10-18,8,Viúvo,Porto Alegre,Doutorado
982,Funcionário 982,64,Masculino,RH,Analista,9374,2020-11-25,2,Casado,Rio de Janeiro,Superior Completo
983,Funcionário 983,18,Masculino,Logística,Analista,5700,2016-06-19,6,Divorciado,Rio de Janeiro,Pós-Graduação
984,Funcionário 984,43,Feminino,TI,Assistente,12655,2022-02-14,1,Casado,Porto Alegre,Superior Completo
985,Funcionário 985,31,Feminino,Financeiro,Diretor,11359,2021-04-24,2,Solteiro,Porto Alegre,Pós-Graduação
986,Funcionário 986,55,Masculino,TI,Coordenador,5893,2014-09-05,8,Casado,Rio de Janeiro,Mestrado
987,Funcionário 987,54,Masculino,RH,Coordenador,8811,2017-05-10,5,Solteiro,Rio de Janeiro,Doutorado
988,Funcionário 988,28,Feminino,Marketing,Diretor,11288,2017-12-05,5,Divorciado,Rio de Janeiro,Superior Completo
989,Funcionário 989,53,Masculino,Marketing,Assistente,4679,2022-06-02,0,Solteiro,Porto Alegre,Mestrado
990,Funcionário 990,30,Feminino,Logística,Gerente,12039,2017-08-08,5,Casado,Rio de Janeiro,Pós-Graduação
991,Funcionário 991,60,Masculino,Marketing,Analista,5904,2013-01-24,10,Viúvo,São Paulo,Superior Completo
992,Funcionário 992,20,Masculino,Logística,Assistente,9260,2018-03-08,5,Divorciado,Porto Alegre,Superior Completo
993,Funcionário 993,50,Masculino,Logística,Diretor,2504,2021-08-30,1,Casado,São Paulo,Mestrado
994,Funcionário 994,23,Masculino,Logística,Analista,11813,2021-08-14,1,Divorciado,Belo Horizonte,Superior Completo
995,Funcionário 995,27,Feminino,Financeiro,Coordenador,12664,2010-07-14,12,Divorciado,Porto Alegre,Doutorado
996,Funcionário 996,22,Masculino,Vendas,Gerente,12738,2011-10-25,11,Casado,Belo Horizonte,Doutorado
997,Funcionário 997,40,Masculino,Logística,Coordenador,11579,2011-04-25,12,Casado,Rio de Janeiro,Mestrado
998,Funcionário 998,27,Feminino,Logística,Diretor,13186,2021-07-20,1,Viúvo,Rio de Janeiro,Pós-Graduação
999,Funcionário 999,61,Masculino,Vendas,Analista,8773,2013-11-24,9,Divorciado,Curitiba,Mestrado
1000,Funcionário 1000,19,Masculino,TI,Diretor,5816,2017-06-01,5,Divorciado,Rio de Janeiro,Doutorado
